file_no	scene_name	character_name	noLines
136	Kramer and Newman in an aisle at the bookstore where Pam works.	KRAMER	10
136	Kramer and Newman in an aisle at the bookstore where Pam works.	NEWMAN	5
136	Kramer and Newman in Newman's apartment.	KRAMER	14
136	Kramer and Newman in Newman's apartment.	NEWMAN	13
136	Kramer in Jerry's apartment. Pam enters.	JERRY	2
137	At Jerry's, JERRY and GILLIAN.	GEORGE	3
137	At Jerry's, JERRY and GILLIAN.	JERRY	6
137	At Jerry's, JERRY and KRAMER eating breakfast. KRAMER's tired, preoccupied with the paper, JERRY's in a blue robe eating cereal and orange juice.	ELAINE	7
137	At Jerry's, JERRY and KRAMER eating breakfast. KRAMER's tired, preoccupied with the paper, JERRY's in a blue robe eating cereal and orange juice.	JERRY	15
137	At Jerry's, JERRY and KRAMER eating breakfast. KRAMER's tired, preoccupied with the paper, JERRY's in a blue robe eating cereal and orange juice.	KRAMER	7
137	Day, at Monk's. JERRY and ELAINE are in a booth.	ELAINE	6
137	Day, at Monk's. JERRY and ELAINE are in a booth.	JERRY	6
137	Day, interior of Brand/Leland, KRAMER's in LELAND's office. LELAND's a greying man.	KRAMER	4
137	Day, JERRY and GEORGE at Monk's.	GEORGE	4
137	Day, JERRY and GEORGE at Monk's.	JERRY	3
137	Early morning in Jerry's "house," a tea kettle is whistling. KRAMER's cooking breakfast as JERRY comes out of the bedroom, tired but surprised. He's in his pajamas. KRAMER's wearing a suit and oven mitts.	JERRY	9
137	Early morning in Jerry's "house," a tea kettle is whistling. KRAMER's cooking breakfast as JERRY comes out of the bedroom, tired but surprised. He's in his pajamas. KRAMER's wearing a suit and oven mitts.	KRAMER	9
137	Exterior long shot: looking up at an office building; Interior of office reception area of "Brand/Leland" as GEORGE, JERRY, and KRAMER come in. They calmly keep it quiet.	GEORGE	6
137	Exterior long shot: looking up at an office building; Interior of office reception area of "Brand/Leland" as GEORGE, JERRY, and KRAMER come in. They calmly keep it quiet.	JERRY	4
137	Exterior long shot: looking up at an office building; Interior of office reception area of "Brand/Leland" as GEORGE, JERRY, and KRAMER come in. They calmly keep it quiet.	KRAMER	3
137	Exterior of a restaurant.	JERRY	5
137	Exterior of cheap-looking bar with neon "V"s on the outside. Then interior, it's a black-walled dance bar full of gorgeous women and GEORGE and AMANDA.	GEORGE	3
137	GEORGE in his bathroom, drying his hair, looking at Gillian's picture. In the background, on a door, is a poster of a closeup of Dennis Franz in black and white. The phone rings and GEORGE puts the picture and blow-drier together on the side of the sink--the dryer's still running.	GEORGE	1
137	JERRY and GEORGE are eating at an outdoor table, possibly in a zoo.	GEORGE	5
137	JERRY and GEORGE are eating at an outdoor table, possibly in a zoo.	JERRY	5
137	JERRY at home on the phone. GEORGE is on the other end.	ELAINE	9
137	JERRY at home on the phone. GEORGE is on the other end.	GEORGE	2
137	JERRY at home on the phone. GEORGE is on the other end.	JERRY	13
137	JERRY at home on the phone. GEORGE is on the other end.	KRAMER	3
137	Jerry's house, it's dark, JERRY is sitting at the table waiting up as KRAMER comes in and turns on the light.	JERRY	8
137	Jerry's house, it's dark, JERRY is sitting at the table waiting up as KRAMER comes in and turns on the light.	KRAMER	8
137	Men's room door. Flush sound and "Wooo!".	KRAMER	2
137	Men's room door. Flush sound and "Wooo!".	MAN	2
137	Monk's. GEORGE, JERRY, and ELAINE at a booth.	ELAINE	6
137	Monk's. GEORGE, JERRY, and ELAINE at a booth.	GEORGE	5
137	Monk's. GEORGE, JERRY, and ELAINE at a booth.	JERRY	7
137	Night at a restaurant. JERRY and GILLIAN meet.	JERRY	2
137	Night exterior. GEORGE, JERRY, and KRAMER walking down the street. Down the sidewalk is ELAINE coming out of a shop by a liquor store.	ELAINE	5
137	Night exterior. GEORGE, JERRY, and KRAMER walking down the street. Down the sidewalk is ELAINE coming out of a shop by a liquor store.	GEORGE	3
137	Night exterior. GEORGE, JERRY, and KRAMER walking down the street. Down the sidewalk is ELAINE coming out of a shop by a liquor store.	JERRY	4
137	Night exterior. GEORGE, JERRY, and KRAMER walking down the street. Down the sidewalk is ELAINE coming out of a shop by a liquor store.	KRAMER	1
137	Night, ELAINE and KEVIN walking into Reggie's diner.	ELAINE	2
137	Night, GEORGE at the forbidden city.	GEORGE	4
137	Night, Kevin's apartment. The doorbell rings. KEVIN gets up to get it. GENE is reading on the couch. The apartment layout and furniture is the reverse of Jerry's--what's to the left in Jerry's is to the right at Kevin's. Also, Kevin's furnishings have more earth tones.	ELAINE	9
137	Night, Kevin's apartment. The doorbell rings. KEVIN gets up to get it. GENE is reading on the couch. The apartment layout and furniture is the reverse of Jerry's--what's to the left in Jerry's is to the right at Kevin's. Also, Kevin's furnishings have more earth tones.	GEORGE	1
137	Night, Kevin's apartment. The doorbell rings. KEVIN gets up to get it. GENE is reading on the couch. The apartment layout and furniture is the reverse of Jerry's--what's to the left in Jerry's is to the right at Kevin's. Also, Kevin's furnishings have more earth tones.	JERRY	2
137	Reggie's diner. ELAINE and KEVIN, a geekish nice guy in a red jacket, are eating at a table. ELAINE is a little bored, dreading.	ELAINE	2
137	Reggie's, FELDMAN, GENE, and KEVIN are at a booth when ELAINE comes and sits with them.	ELAINE	4
137	The Brand/Leland office reception area. GEORGE comes in off elevator to the RECEPTIONIST (AMANDA).	GEORGE	4
137	The Brand/Leland office reception area. GEORGE comes in off elevator to the RECEPTIONIST (AMANDA).	KRAMER	1
138	A meeting at Elaine's office	ELAINE	4
138	Anna and George in George's car.	GEORGE	4
138	Anna and George in the park.	ELAINE	3
138	Anna and George in the park.	GEORGE	6
138	At Elaine's party	ELAINE	1
138	At Elaine's party	GEORGE	5
138	At Elaine's party	MAN	1
138	At the movies...	JERRY	7
138	At the movies...	KRAMER	6
138	Coffee shop	GEORGE	6
138	Coffee shop	JERRY	6
138	Coffee shop, Jerry and Elaine	ELAINE	9
138	Coffee shop, Jerry and Elaine	GEORGE	5
138	Coffee shop, Jerry and Elaine	JERRY	6
138	Cry, Cry Again, Kramer is bootlegging.	KRAMER	1
138	Death Blow...	JERRY	5
138	Death Blow...	KRAMER	5
138	Elaine and Anna sitting in Elaine's office.	ELAINE	9
138	Elaine and Anna sitting in Elaine's office.	GEORGE	9
138	Elaine's office	ELAINE	3
138	Elaine's office, Anna enters	ELAINE	6
138	Elaine's office, Elaine on the phone	ELAINE	5
138	Elaine's office, Elaine on the phone	JERRY	5
138	Jerry and Elaine walking down the street.	ELAINE	4
138	Jerry and Elaine walking down the street.	JERRY	7
138	Jerry and Elaine walking down the street.	MAN	2
138	Jerry and George at Monk's.	GEORGE	3
138	Jerry and George at Monk's.	JERRY	3
138	Jerry and George at Monk's.	KRAMER	1
138	Jerry and Kramer exit the theater and see Brody.	JERRY	5
138	Jerry and Kramer exit the theater and see Brody.	KRAMER	4
138	Jerry and Kramer walking down the street. Jerry is closest to the street.	JERRY	4
138	Jerry and Kramer walking down the street. Jerry is closest to the street.	KRAMER	5
138	Jerry's apartment watching the tape.	ELAINE	7
138	Jerry's apartment watching the tape.	JERRY	10
138	Jerry's apartment watching the tape.	KRAMER	9
138	Jerry's apartment, Kramer enters	JERRY	2
138	Jerry's apartment, Kramer enters	KRAMER	3
138	Jerry's apartment, Kramer enters.	JERRY	19
138	Jerry's apartment, Kramer enters.	KRAMER	19
138	Kramer is eating ice cream right out of the container.	GEORGE	7
138	Kramer is eating ice cream right out of the container.	JERRY	11
138	Kramer is eating ice cream right out of the container.	KRAMER	4
138	Outside the theater at the movies.	JERRY	5
138	Outside the theater at the movies.	KRAMER	4
138	Police station, Anna and George sitting down.	ELAINE	6
138	Police station, Anna and George sitting down.	FRANK	7
138	Police station, Anna and George sitting down.	GEORGE	3
139	Elaine at another doctor's office	ELAINE	4
139	Elaine at another doctors	ELAINE	4
139	Elaine at the doctor's	ELAINE	4
139	Elaine sleeping in bed	ELAINE	5
139	George and Elaine in taxi	ELAINE	7
139	George and Elaine in taxi	GEORGE	6
139	George and Jerry at Post Office	GEORGE	6
139	George and Jerry at Post Office	JERRY	7
139	George and Jerry at Post Office	NEWMAN	8
139	George at Photo Shop	GEORGE	2
139	George at photo store	GEORGE	6
139	Jerry and Newman at the Post Office	JERRY	6
139	Jerry and Newman at the Post Office	NEWMAN	7
139	Jerry at apartment	GEORGE	18
139	Jerry at apartment	JERRY	19
139	Jerry at apartment	KRAMER	6
139	Jerry at his apartment	GEORGE	3
139	Jerry at his apartment	JERRY	9
139	Jerry's apartment later that day; Jerry and Elaine	ELAINE	8
139	Jerry's apartment later that day; Jerry and Elaine	GEORGE	6
139	Jerry's apartment later that day; Jerry and Elaine	JERRY	17
139	Jerry's apartment later that day; Jerry and Elaine	KRAMER	15
139	Jerry, Kramer, and George at the apartment	ELAINE	5
139	Jerry, Kramer, and George at the apartment	GEORGE	8
139	Jerry, Kramer, and George at the apartment	JERRY	13
139	Jerry, Kramer, and George at the apartment	KRAMER	5
139	Kramer and Elaine at doctor's	ELAINE	4
139	Kramer and Elaine at doctor's	KRAMER	3
139	Kramer and Jerry at Post Office	JERRY	3
139	Kramer and Jerry at Post Office	KRAMER	1
139	Kramer and Jerry at Post Office	NEWMAN	2
139	Kramer and Newman at the park, smoking cigars	KRAMER	7
139	Kramer and Newman at the park, smoking cigars	NEWMAN	6
139	Kramer at doctor's	ELAINE	2
139	Kramer at doctor's	KRAMER	7
139	Newman walking down the street	NEWMAN	1
139	Uncle Leo and Elaine at Dr. Resnick's office	ELAINE	10
14	At Elaine's apartment, Jerry opens the fridge and pulls out a piece of cake.	ELAINE	18
14	At Elaine's apartment, Jerry opens the fridge and pulls out a piece of cake.	JERRY	16
14	George and Jerry at Monk's.	GEORGE	26
14	George and Jerry at Monk's.	JERRY	25
14	Jerry and Elaine sitting on his couch. Elaine holding a present.	ELAINE	20
14	Jerry and Elaine sitting on his couch. Elaine holding a present.	JERRY	22
14	Jerry and Elaine sitting on his couch. Elaine holding a present.	KRAMER	9
14	Jerry and George are at the store.	GEORGE	15
14	Jerry and George are at the store.	JERRY	14
14	Jerry and George at Monk's.	GEORGE	11
14	Jerry and George at Monk's.	JERRY	10
14	Jerry's apartment the next day. Kramer enters.	JERRY	3
14	Jerry's apartment the next day. Kramer enters.	KRAMER	4
14	Jerry's apartment, Kramer enters.	ELAINE	3
14	Jerry's apartment, Kramer enters.	JERRY	3
14	Jerry's apartment, Kramer enters.	KRAMER	6
14	While Jerry and Elaine are sitting on Jerry's couch watching the tube, Elaine is flipping through the channels constantly.	ELAINE	41
14	While Jerry and Elaine are sitting on Jerry's couch watching the tube, Elaine is flipping through the channels constantly.	JERRY	41
140	"Jewish Singles Night".	BANIA	3
140	"Jewish Singles Night".	ELAINE	4
140	"Jewish Singles Night".	FRANK	2
140	"Jewish Singles Night".	JERRY	3
140	"Jewish Singles Night".	KRAMER	2
140	"Jewish Singles Night".	WOMAN	2
140	Elaine and Eddie are sharing chocolate shakes at the coffee shop.	ELAINE	4
140	Elaine and Eddie Sherman are alone in the office working on writing copy.	ELAINE	2
140	Elaine and Jerry are at the coffee shop.	ELAINE	8
140	Elaine and Jerry are at the coffee shop.	JERRY	9
140	Elaine and Jerry are at the coffee shop.	KRAMER	9
140	Elaine is chairing a meeting at Peterman's.	ELAINE	5
140	Elaine is reviewing copy with Eddie.	ELAINE	1
140	Elaine is wrapping up a meeting at Peterman's.	ELAINE	3
140	Elaine's office.	ELAINE	2
140	Frank and Estelle are in their kitchen.	ESTELLE	4
140	Frank and Estelle are in their kitchen.	FRANK	4
140	Frank is knocking on Kramer's door.	FRANK	3
140	Frank is knocking on Kramer's door.	KRAMER	3
140	George and Abby are at George's office.	GEORGE	3
140	George and Jerry are at Jerry's apartment.	FRANK	2
140	George and Jerry are at Jerry's apartment.	GEORGE	10
140	George and Jerry are at Jerry's apartment.	JERRY	8
140	George and Jerry are at Jerry's apartment.	KRAMER	4
140	George and Jerry are in Jerry's apartment.	ELAINE	6
140	George and Jerry are in Jerry's apartment.	GEORGE	10
140	George and Jerry are in Jerry's apartment.	JERRY	14
140	George is in his office at Yankee stadium, he pushes 'play' on a cassette recorder. The voice on the tape sounds exactly like George.	GEORGE	3
140	George is on the subway, seated beside a blind man wearing headphones.	GEORGE	2
140	George is on the subway, seated beside a blind man wearing headphones.	MAN	2
140	George is prepared to give his speech at the Yankees meeting.	FRANK	1
140	George is prepared to give his speech at the Yankees meeting.	GEORGE	2
140	George is taking an eye exam.	GEORGE	2
140	Jerry and a woman are eating at a restaurant.	JERRY	4
140	Jerry and a woman are eating at a restaurant.	WOMAN	4
140	Jerry and Abby are at Jerry's apartment.	JERRY	6
140	Jerry and Abby are being seated in a restaurant.	BANIA	1
140	Jerry and Abby are being seated in a restaurant.	JERRY	4
140	Jerry and Abby are in Jerry's apartment.	GEORGE	2
140	Jerry and Abby are in Jerry's apartment.	JERRY	14
140	Jerry is reviewing material with Bania.	BANIA	1
140	Jerry runs into Bania on a street corner.	BANIA	4
140	Jerry runs into Bania on a street corner.	JERRY	3
140	Jerry walks into his apartment; there are pots and pans bubbling on the stove.	JERRY	11
140	Jerry walks into his apartment; there are pots and pans bubbling on the stove.	KRAMER	8
140	Kramer is at Frank's.	FRANK	5
140	Kramer is at Frank's.	KRAMER	5
141	Brett's Car	ELAINE	9
141	George's Apartment	GEORGE	4
141	George's Office, Yankee Stadium	GEORGE	5
141	George's Office, Yankee Stadium	KRAMER	5
141	Hallway	ELAINE	3
141	Japanese TV Office	GEORGE	9
141	Japanese TV Office	JERRY	2
141	Jerry's Apartment	ELAINE	20
141	Jerry's Apartment	GEORGE	13
141	Jerry's Apartment	JERRY	49
141	Jerry's Apartment	KRAMER	17
141	Kramer's Apartment	ELAINE	1
141	Kramer's Apartment	GEORGE	1
141	Kramer's Apartment	JERRY	4
141	Kramer's Apartment	KRAMER	7
141	Monk's	GEORGE	7
141	Monk's	JERRY	8
141	Monk's	KRAMER	7
141	Saks	KRAMER	3
141	Some Fancy Place	ELAINE	8
141	Street	ELAINE	16
141	Street	GEORGE	3
141	Street	JERRY	37
141	Street	KRAMER	13
141	Street/Jerry's Apartment	GEORGE	2
141	Street/Jerry's Apartment	JERRY	4
142	Back to Elaine's office	ELAINE	4
142	Cut to Kramer's apartment, Jerry is wide awake in the dark (red).	JERRY	2
142	Elaine with Peterman in the jungle	ELAINE	1
142	Elaine with Peterman in the jungle	PETERMAN	1
142	Elaine's office, Elaine is trying to convince the accounting guy that all of her expenses are business related	ELAINE	5
142	Exterior dusk shot of Heather's apartment building. Knock on Heather's door.	ELAINE	11
142	Exterior dusk shot of Heather's apartment building. Knock on Heather's door.	GEORGE	9
142	George and Elaine are in a store	ELAINE	5
142	George and Elaine are in a store	GEORGE	5
142	George and Elaine are in Elaine's office. George is looking at a bunch of fake butterflies on the wall	ELAINE	3
142	George and Elaine are in Elaine's office. George is looking at a bunch of fake butterflies on the wall	GEORGE	6
142	George and Heather are at a bench in the park. George is holding a white paper bag. He sits at the opposite end of the bench and sets the bag down next to him	GEORGE	6
142	George and Jerry are on the side of the street at a fruit stand / market. George picks up a bottle of Orange juice.	GEORGE	7
142	George and Jerry are on the side of the street at a fruit stand / market. George picks up a bottle of Orange juice.	JERRY	5
142	George is dropping off the sales woman that sold him the hat.	GEORGE	8
142	George walks into Monks wearing the Russian hat.	GEORGE	6
142	George walks into Monks wearing the Russian hat.	JERRY	6
142	Jerry and Elaine are talking on the phone	ELAINE	8
142	Jerry and Elaine are talking on the phone	JERRY	3
142	Jerry and Elaine are talking on the phone	MAN	1
142	Jerry and Seth are eating at a restaurant	JERRY	6
142	Jerry enters the Chicken Stand wearing the Nutria rat hat. The rain has made the hat wet	JERRY	2
142	Jerry is at his apartment door	JERRY	5
142	Jerry is at his apartment door	KRAMER	4
142	Jerry is in bed at his own apartment	JERRY	3
142	Jerry is talking to Seth at his apartment	JERRY	12
142	Jerry is talking to Seth at his apartment	KRAMER	8
142	Jerry is walking down the street and sees Seth emptying a garbage for Kenny Rogers Roasters	JERRY	4
142	Jerry is walking down the street and sees Seth emptying a garbage for Kenny Rogers Roasters	KRAMER	1
142	Jerry talking to Seth inside Kenny Rogers Roasters	JERRY	5
142	Jerry talking to Seth inside Kenny Rogers Roasters	NEWMAN	6
142	Jerry's apartment, Kramer, tapping his fork on the table with an empty plate in front of him. He is waiting for Newman. Jerry comes in. Red light floods the hallway	JERRY	8
142	Jerry's apartment, Kramer, tapping his fork on the table with an empty plate in front of him. He is waiting for Newman. Jerry comes in. Red light floods the hallway	KRAMER	9
142	Kramer and Jerry and on the side of the street talking about the new chicken shack.	JERRY	3
142	Kramer and Jerry and on the side of the street talking about the new chicken shack.	KRAMER	4
142	Kramer and Jerry are talking in Jerry's apartment.	JERRY	4
142	Kramer and Jerry are talking in Jerry's apartment.	KRAMER	9
142	Kramer and Jerry are talking in Jerry's apartment.	NEWMAN	6
142	Kramer in bed eating chicken when ... the Kenny Roger's red Chicken light goes out	KRAMER	2
142	Man on street recognizes Jerry.	JERRY	6
142	Man on street recognizes Jerry.	MAN	1
142	Monk's Diner -- George and Kramer are eating together	GEORGE	4
142	Monk's Diner -- George and Kramer are eating together	KRAMER	5
142	Morning at Jerry apartment	ELAINE	6
142	Morning at Jerry apartment	JERRY	6
142	Morning at Jerry apartment	KRAMER	4
142	Morning at Jerry apartment	NEWMAN	2
142	shot of a map - Myanmar, Burma. Elaine is visiting Peterman in the Burmese jungle. Spooky music plays. Elaine is lead by a boy and told to sit. they are in silhouette. This scene is straight out of the movie Apocalypse Now	ELAINE	9
142	shot of a map - Myanmar, Burma. Elaine is visiting Peterman in the Burmese jungle. Spooky music plays. Elaine is lead by a boy and told to sit. they are in silhouette. This scene is straight out of the movie Apocalypse Now	PETERMAN	7
143	At Jerry's apartment, George is sitting on couch, watching Jeopardy and playing with a Rubik's cube while Jerry is talking to him.	GEORGE	7
143	At Jerry's apartment, George is sitting on couch, watching Jeopardy and playing with a Rubik's cube while Jerry is talking to him.	JERRY	15
143	At Jerry's apartment, George is sitting on couch, watching Jeopardy and playing with a Rubik's cube while Jerry is talking to him.	KRAMER	10
143	At Jerry's junior high school, Jerry is outside classroom with teacher.	JERRY	2
143	Back to Chiles' office.	KRAMER	2
143	Backstage at the junior high's auditorium.	GEORGE	7
143	Backstage at the junior high's auditorium.	JERRY	7
143	Edward R. Murrow Junior High School, Jerry is waiting outside classroom. Teacher enters hall.	JERRY	2
143	Elaine and Ben are at Monk's.	ELAINE	8
143	Elaine and Ben are at Monk's.	WOMAN	1
143	Elaine and Ben eating at a restaurant.	ELAINE	6
143	Elaine enters Jerry's apartment.	ELAINE	5
143	Elaine enters Jerry's apartment.	JERRY	5
143	Elaine is giving Larry the cook flowers.	ELAINE	3
143	Elaine is giving Larry the cook flowers.	GEORGE	2
143	Elaine is sitting on her couch with Ben.	ELAINE	3
143	Elaine's Apartment	ELAINE	3
143	Elaine, Jerry, and George sitting at Monk's Cafe.	ELAINE	5
143	Elaine, Jerry, and George sitting at Monk's Cafe.	GEORGE	6
143	Elaine, Jerry, and George sitting at Monk's Cafe.	JERRY	7
143	George and girlfriend Louise are at his apartment.	GEORGE	3
143	George and Louise sit at Monk's while George is doing all sorts of scientific experiments and such.	GEORGE	4
143	George and Yankees Derek Jeter and Bernie Williams are at the ballpark.	GEORGE	4
143	Hear kids from the classroom all say "Eww!"	JERRY	1
143	Jackie and Kramer in a cab.	KRAMER	5
143	Jackie Chiles is on the phone in his office.	KRAMER	4
143	Jerry and George are sitting outside.	GEORGE	8
143	Jerry and George are sitting outside.	JERRY	7
143	Jerry and George at Monk's.	GEORGE	4
143	Jerry and George at Monk's.	JERRY	6
143	Jerry and George at Monk's.	KRAMER	5
143	Jerry talking on the phone with David Letterman.	JERRY	3
143	Jerry's apartment	ELAINE	4
143	Jerry's apartment	GEORGE	9
143	Jerry's apartment	JERRY	15
143	Jerry's apartment. Kramer enters smoking.	ELAINE	2
143	Jerry's apartment. Kramer enters smoking.	JERRY	4
143	Jerry's apartment. Kramer enters smoking.	KRAMER	5
143	Kramer, and Jackie begin to discuss their to tobacco representative, Ms. Wilkie.	KRAMER	2
143	Monk's	GEORGE	5
143	Monk's	JERRY	6
143	Outside Monk's, Kramer sees man smoking.	KRAMER	1
143	Outside Monk's, Kramer sees man smoking.	MAN	1
143	Outside of Kramer and Jerry's apartments. A bunch of people are in the hall, which is filled with smoke.	JERRY	5
143	Outside of Kramer and Jerry's apartments. A bunch of people are in the hall, which is filled with smoke.	KRAMER	2
144	Setting: Central park	ELAINE	1
144	Setting: Central Park	KRAMER	1
144	Setting: Central Park	MAN	1
144	Setting: Coffee shop	ELAINE	11
144	Setting: Coffee shop	ESTELLE	5
144	Setting: Coffee shop	FRANK	6
144	Setting: Coffee shop	GEORGE	5
144	Setting: Coffee shop	JERRY	9
144	Setting: George's apartment building	GEORGE	10
144	Setting: George's new apartment	GEORGE	5
144	Setting: Jerry's apartment	ELAINE	11
144	Setting: Jerry's apartment	GEORGE	21
144	Setting: Jerry's apartment	JERRY	47
144	Setting: Jerry's apartment	KRAMER	18
144	Setting: Jerry's apartment	NEWMAN	7
144	Setting: Jerry's car	KRAMER	1
144	Setting: Manhattan Mini-storage	JERRY	4
144	Setting: Manhattan Mini-storage	KRAMER	4
144	Setting: Newman's apartment	JERRY	20
144	Setting: Newman's apartment	NEWMAN	16
144	Setting: NYC Street	GEORGE	4
144	Setting: NYC Street	JERRY	3
144	Setting: NYC Street	KRAMER	7
144	Setting: Restaurant	ELAINE	10
144	Setting: Restaurant	WOMAN	1
144	Setting: Taxi cab	ELAINE	1
144	Setting: Tenant board room	GEORGE	1
144	Setting: Vet's office	KRAMER	2
145	Cut back to Elaine and Kurt at Elaine's apartment.	ELAINE	4
145	Cut back to the cockfight.	ELAINE	1
145	Cut back to the cockfight.	GEORGE	1
145	Cut back to the cockfight.	JERRY	2
145	Cut back to the cockfight.	KRAMER	2
145	Elaine checking out Kurt's head at her apartment.	ELAINE	5
145	Elaine meets a bummed-out Kurt at the coffee shop.	ELAINE	3
145	Elaine talking to Kurt in jail on a phone through the glass.	ELAINE	3
145	Elaine's apartment at night. Elaine is about to pay a delivery guy for some food.	ELAINE	3
145	George and Celia in the prison library.	GEORGE	2
145	George in Betsy's office at the prison.	GEORGE	2
145	George touring the women's prison with Betsy, the "warden."	GEORGE	5
145	George visiting Celia at the prison. They sit together at a table outside.	GEORGE	4
145	Jerry and Elaine are waiting on the street for George.	ELAINE	6
145	Jerry and Elaine are waiting on the street for George.	JERRY	7
145	Jerry and Kramer in a booth at the coffee shop.	ELAINE	4
145	Jerry and Kramer in a booth at the coffee shop.	GEORGE	10
145	Jerry and Kramer in a booth at the coffee shop.	JERRY	10
145	Jerry and Kramer in a booth at the coffee shop.	KRAMER	5
145	Jerry and Kramer in Jerry's apartment.	JERRY	5
145	Jerry and Kramer in Jerry's apartment.	KRAMER	4
145	Jerry and Kramer in Jerry's kitchen, training Little Jerry for his cockfight.	GEORGE	4
145	Jerry and Kramer in Jerry's kitchen, training Little Jerry for his cockfight.	JERRY	6
145	Jerry and Kramer in Jerry's kitchen, training Little Jerry for his cockfight.	KRAMER	2
145	Jerry and Marcelino at the bodega.	JERRY	4
145	Jerry in bed at the crack of dawn. We hear a rooster crowing.	JERRY	5
145	Jerry in bed at the crack of dawn. We hear a rooster crowing.	KRAMER	5
145	Jerry's apartment later that day.	GEORGE	8
145	Jerry's apartment later that day.	JERRY	10
145	Jerry's apartment later that day.	KRAMER	9
145	Jerry's apartment, the same day. The phone rings.	ELAINE	7
145	Jerry's apartment, the same day. The phone rings.	GEORGE	5
145	Jerry's apartment, the same day. The phone rings.	HELEN	4
145	Jerry's apartment, the same day. The phone rings.	JERRY	14
145	Jerry's apartment, the same day. The phone rings.	MORTY	2
145	Jerry, George, Elaine and Kramer at the cockfight in back of Marcelino's store.	ELAINE	2
145	Jerry, George, Elaine and Kramer at the cockfight in back of Marcelino's store.	GEORGE	3
145	Jerry, George, Elaine and Kramer at the cockfight in back of Marcelino's store.	JERRY	6
145	Jerry, George, Elaine and Kramer at the cockfight in back of Marcelino's store.	KRAMER	3
145	Kramer and Jerry in Jerry's apartment.	GEORGE	5
145	Kramer and Jerry in Jerry's apartment.	JERRY	18
145	Kramer and Jerry in Jerry's apartment.	KRAMER	15
145	Kramer walking Little Jerry Seinfeld down the street on a leash. The rooster is clucking. He goes into Marcelino's	KRAMER	6
145	Kurt at George's apartment.	GEORGE	4
145	Kurt shows up at Elaine's apartment.	ELAINE	1
145	Marcelino at Jerry's apartment door.	JERRY	6
145	Marcelino at Jerry's apartment door.	KRAMER	1
145	The Bodega, starts with a shot of Marcelino's cash register with Jerry's clown check attached under a sign that reads "checks no longer accepted from:".	JERRY	2
146	Elaine's Office	ELAINE	18
146	Elaine's Office	KRAMER	9
146	Elaine's Office	MORTY	7
146	Elaine's Office	PETERMAN	1
146	Emily's Apartment	KRAMER	7
146	Florida	HELEN	2
146	Florida	MORTY	2
146	Fresh Roasted Coffee Store	ELAINE	7
146	Fresh Roasted Coffee Store	GEORGE	11
146	Fresh Roasted Coffee Store	JERRY	7
146	Jerry's Apartment	HELEN	14
146	Jerry's Apartment	JERRY	17
146	Jerry's Apartment	KRAMER	11
146	Jerry's Apartment	MORTY	12
146	Jerry's Apartment/Florida	HELEN	3
146	Jerry's Apartment/Florida	JACK	2
146	Jerry's Apartment/Florida	JERRY	3
146	Jerry's Apartment/Florida	MORTY	3
146	Klompus Home, Del Boca Vista	JACK	13
146	Klompus Home, Del Boca Vista	JERRY	8
146	Kramer's Apartment	KRAMER	2
146	Kramer's Apartment, Later	KRAMER	1
146	Monk's	ELAINE	17
146	Monk's	GEORGE	27
146	Monk's	JERRY	18
146	Monk's	KRAMER	5
146	Peterman's Office	ELAINE	7
146	Peterman's Office	MORTY	8
146	Peterman's Office	PETERMAN	11
146	Restaurant	ELAINE	3
146	Restaurant	ESTELLE	2
146	Restaurant	FRANK	3
146	Restaurant	GEORGE	6
146	Restaurant	HELEN	2
146	Restaurant	JERRY	2
146	Restaurant	MORTY	1
146	Street, Del Boca Vista	JACK	5
146	Street, Del Boca Vista	JERRY	5
146	The Costanza Home, Del Boca Vista	ESTELLE	4
146	The Costanza Home, Del Boca Vista	FRANK	3
146	The Costanza Home, Queens	ESTELLE	9
146	The Costanza Home, Queens	FRANK	15
146	The Costanza Home, Queens	GEORGE	13
146	The Costanza Home, Queens	KRAMER	15
147	Champagne Video	ELAINE	18
147	Champagne Video	KRAMER	14
147	Elaine's Apartment	ELAINE	12
147	Firestone Boardroom, Akron	GEORGE	4
147	George's Car	GEORGE	4
147	Hospital Room	ELAINE	4
147	Hospital Room	JERRY	2
147	Hospital Room	KRAMER	1
147	Jerry's Apartment	ELAINE	7
147	Jerry's Apartment	GEORGE	15
147	Jerry's Apartment	JERRY	24
147	Jerry's Apartment	KRAMER	21
147	Kramer's Car	KRAMER	1
147	Lawyer's Office	ELAINE	5
147	Lawyer's Office	KRAMER	7
147	Monk's	ELAINE	4
147	Monk's	GEORGE	5
147	Monk's	JERRY	4
147	New York Health & Racquet Club	GEORGE	4
147	New York Health & Racquet Club	JERRY	16
147	Outside Vincent's Apartment	ELAINE	8
147	Outside Vincent's Apartment	WOMAN	6
147	Street	JERRY	4
147	Tennis Club	ELAINE	6
147	Tennis Club	JERRY	11
147	Tennis Club	KRAMER	2
147	Yankee Stadium, Conference Room	GEORGE	3
148	Setting: A Restaurant	JERRY	4
148	Setting: Cafe	ELAINE	6
148	Setting: Cafe	GEORGE	3
148	Setting: Cafe	KRAMER	13
148	Setting: Coffee shop	GEORGE	7
148	Setting: Coffee shop	HELEN	4
148	Setting: Coffee shop	JERRY	16
148	Setting: Coffee shop	MORTY	2
148	Setting: Elaine's office	ELAINE	10
148	Setting: Elaine's office	KRAMER	10
